TIME	20190130_W01	20190139_W02	20180130_W03	20190130_W04	20190130_W05	20190130_W06	20190131_W05	20190131_W06	20190131_W07	20190131_W08	20190207_W06	20190207_W07	20190207_W08	20190208_W06	20190208_W07	20190208_W08	20190208_W09	20190208_W10	20190214_W06	20190214_W09	20190214_W10	20190219_W05	20190219_W06	20190219_W07	20190219_W08	20190219_W09	20180510_W16	20180510_W15	20180510_W14	20180510_W13	20180506_W05	20180506_W06
67	1142.0448	930.950378	1240.60791	1119.884644	967.417847	885.407715	875.5578	889.284058	680.942139	1037.59436	1259.470215	1255.131714	1826.370728	651.869324	787.904297	749.628723	938.540833	973.02832	852.589294	862.749695	1050.699951	634.787781	375.195587	460.64325	994.230591	640.763	588.986	513.512	487.617	507.491	991.601	910.791
68	1142.965942	960.437439	1260.416626	1166.87146	1014.055359	911.88678	888.24762	899.149231	666.13031	1016.477051	1217.727417	1246.310791	1812.614258	650.817261	781.59491	743.606567	930.835876	952.038757	852.529602	851.9104	1010.847351	635.831238	381.484436	452.226501	983.88678	629.823608	589.676	527.128	492.088	508.367	1001.021	932.27
69	1090.352539	947.461426	1231.891479	1155.866699	1010.620178	933.253052	902.559875	915.647461	663.969788	1002.36853	1209.723145	1219.187134	1762.557129	656.713928	775.029236	734.154358	913.819397	929.126038	850.019958	847.346619	985.578918	628.024597	374.832581	455.536072	979.593628	629.774353	583.53	530.208	493.412	509.707	1007.149	939.087
70	1077.500244	975.750183	1229.324585	1153.343506	1011.039673	942.640198	903.283691	923.01532	646.415649	991.291565	1211.425781	1214.041016	1728.101074	641.78717	776.730164	732.794434	927.007874	917.559143	839.412109	846.177307	957.28418	627.839111	373.540192	459.527679	975.111206	629.957458	575.245	531.941	488.376	510.669	1007.657	941.31
71	1041.340698	969.813049	1148.47876	1137.601196	1002.427002	966.665649	909.192017	932.146362	632.675293	979.878845	1201.21167	1170.820679	1688.968384	639.137146	774.143311	726.001099	910.924622	900.224548	836.044678	838.988281	927.17157	631.141418	377.160828	462.929077	966.917603	629.790588	571.512	533.155	481.316	510.407	1012.496	928.945
72	998.932434	946.757629	1076.403809	1099.369751	977.532471	934.042053	910.562256	919.160889	624.935669	967.970276	1186.005859	1151.428467	1671.299072	633.096924	760.982178	722.46582	903.938538	880.36676	826.503601	833.7677	893.493591	627.076111	376.528595	460.862244	963.266846	618.278381	557.479	521.326	479.831	510.819	1006.869	935.091
73	987.251709	953.781738	1037.674316	1082.883301	969.969055	947.346802	911.237183	909.308655	606.725647	964.075012	1174.100098	1113.077026	1669.83374	623.941956	753.233887	716.184753	886.77887	877.62616	814.336792	818.564148	872.102722	621.557922	382.701202	452.268921	957.916321	621.071838	553.856	527.933	479.697	511.704	990.264	918.794
74	951.37793	930.80426	983.051575	1055.490112	946.141846	947.797607	909.619019	893.63147	599.055603	959.471436	1168.82666	1117.008789	1695.023438	616.050781	745.190247	705.333191	876.022827	870.172791	806.091431	811.921875	850.858459	607.794739	377.483551	439.880432	932.171631	615.283325	542.804	524.133	479.577	513.64	995.767	924.13
75	964.115906	920.157166	960.568115	1026.015747	917.698059	902.406311	896.986877	868.123962	589.839478	956.30835	1163.343506	1117.64978	1730.858276	612.728882	734.96167	698.213135	852.995972	872.070557	786.322937	793.189209	829.285522	607.066589	379.010651	445.721191	923.153503	614.277649	543.741	513.661	479.453	508.967	975.983	895.512
76	945.427429	889.569153	931.494751	993.007751	888.842896	868.322266	889.855591	844.102234	585.727173	949.575317	1165.272583	1130.327881	1731.019775	604.318481	716.009521	690.288147	837.440369	881.239624	778.925659	780.026917	818.981506	596.442993	371.232391	438.084076	908.911133	609.13385	546.193	510.68	477.575	503.017	973.335	893.726
77	955.559998	857.735596	898.539551	955.918213	858.862549	840.46521	868.009583	816.351013	581.2771	950.050476	1159.795654	1149.025024	1794.769409	593.333313	707.741333	689.429382	829.235352	906.584351	760.126831	769.452942	807.849915	587.552795	375.42984	437.252808	897.935425	604.667297	548.911	505.264	481.068	502.211	957.062	869.865
78	1003.00647	859.491272	926.367676	969.14978	852.091614	842.665955	849.986938	797.599487	588.943542	961.544434	1162.889893	1181.672119	1767.782593	586.322571	704.971497	689.903381	828.534424	919.42688	749.584045	766.986572	820.1875	578.756287	369.019836	431.616058	883.001709	594.440247	553.542	498.743	479.509	500.017	951.452	870.532
79	1031.81311	840.833557	924.203552	970.559143	827.079712	802.291565	842.454224	772.0672	596.655151	962.176208	1174.564209	1219.305786	1786.826904	577.24176	692.542236	682.652222	814.841187	935.614136	742.49707	763.9776	832.540466	576.110962	367.21106	430.68158	861.749146	589.371521	562.379	493.543	480.731	498.747	966.257	880.336
80	1106.120483	849.574463	986.531677	1009.862671	838.464111	801.19342	830.960754	760.999207	601.041687	975.014282	1169.046997	1263.658447	1749.71228	567.872803	686.921997	674.713684	809.153992	971.13031	737.916565	770.584229	827.110779	566.036072	364.714691	431.334076	853.111511	584.963867	572.607	496.934	484.343	498.714	978.65	878.335
81	1131.689331	837.314209	1024.478149	1031.463501	846.997742	816.116089	828.425232	750.890076	602.635864	974.767212	1196.476196	1308.444702	1753.579224	569.519714	687.93158	679.529358	815.898315	986.431763	731.803467	783.995056	829.05481	560.161865	358.705475	430.121185	851.361084	579.016541	585.88	507.9	488.462	503.728	988.772	888.908
82	1144.315186	834.788757	1062.033325	1055.351929	857.763672	838.375916	825.996155	752.861633	607.832458	981.872498	1218.37085	1305.638306	1725.741211	565.39325	690.320435	679.729675	825.903931	1013.058105	728.494934	797.815613	839.470215	553.940491	355.690491	431.234589	853.085144	583.862976	583.801	510.281	494.543	509.45	997.961	880.828
83	1195.328613	865.15033	1125.625122	1106.467041	908.901184	883.656555	831.789551	771.150818	616.805664	990.624512	1245.532959	1339.211304	1714.391479	575.54657	715.62616	695.789673	849.825073	1017.364746	731.614868	824.835815	840.546448	569.170837	362.139221	433.780731	870.144104	590.423584	588.881	521.19	502.698	515.268	1005.544	898.579
84	1191.29248	872.972656	1093.678711	1131.477295	935.945007	904.77063	849.134521	785.853271	622.732483	996.815308	1228.693604	1284.68689	1664.639526	585.500061	718.042236	705.212891	855.656006	1008.631775	751.964233	839.647827	825.06012	573.520935	365.956848	436.263458	879.278381	596.595276	591.12	529.105	511.809	518.91	1007.819	898.631
85	1196.431763	907.001221	1121.623779	1183.00293	986.712097	941.645508	856.513123	798.859436	624.022278	987.512573	1229.633057	1290.536987	1650.318115	585.847046	721.431763	701.910522	847.268616	985.287292	759.206543	833.228027	796.00238	582.105225	367.690521	435.55191	876.793945	587.361755	591.028	542.084	519.886	532.038	1019.74	915.846
86	1154.231567	916.344666	1090.680908	1172.136841	991.18396	958.58905	860.462402	796.125427	617.389282	976.384583	1211.946167	1267.203125	1639.541748	587.480957	708.326111	698.224731	846.336182	976.184509	754.801514	832.091675	783.069336	572.738159	360.276581	434.842102	870.539673	583.967407	585.555	542.141	515.776	531.093	1009.361	908.453
87	1155.053223	931.194458	1073.419556	1163.386597	1001.682922	963.107239	860.419312	814.723022	604.617859	967.173279	1212.140015	1241.515747	1622.717529	568.033081	705.905029	692.285645	841.798279	949.420959	745.344421	823.750244	761.971191	572.764832	361.570557	437.845551	872.741211	583.564392	576.351	549.804	515.464	534.409	1023.595	920.039
88	1091.55835	912.622681	1020.750122	1135.505493	1000.921326	962.58905	865.978394	824.391296	594.952881	956.766113	1195.558228	1217.668457	1605.034302	578.057312	707.547852	704.642395	845.884705	946.468201	741.602844	808.296509	745.121338	572.142395	360.938354	429.116211	867.917542	587.261536	566.885	543.419	514.198	542.56	992.657	903.867
89	1051.944824	925.732056	976.833801	1111.331299	991.168396	964.306091	868.48053	830.039551	594.026062	956.608276	1196.396606	1187.540527	1591.483276	574.427185	707.369141	702.853271	843.006165	934.365601	730.607239	804.104065	720.367432	566.638062	359.225128	426.788696	851.779236	585.144287	557.366	545.775	507.118	543.367	997.373	909.867
90	1004.153076	901.993713	913.655029	1060.372559	966.992554	995.317993	865.18689	836.607056	576.263428	935.934692	1188.880737	1166.772217	1589.004761	567.730835	693.912292	697.572327	828.439819	922.469116	721.071472	790.174927	704.913269	572.024414	367.365112	431.588257	848.702759	582.236267	551.24	540.044	505.466	540.149	973.266	898.278
91	984.30127	895.052307	850.889648	991.334106	938.343201	980.589783	864.469788	825.358643	576.624817	934.641785	1175.428467	1162.261597	1574.895752	561.291992	680.750549	695.364441	823.550598	918.245605	707.597046	776.108459	690.629639	571.325867	363.719513	427.966187	840.325989	576.946655	542.615	534.206	495.789	539.709	965.652	891.071
92	944.04126	866.852051	829.433777	979.878235	931.527344	992.239136	847.087524	820.472534	566.442505	937.026611	1169.943848	1201.415283	1577.995972	555.667236	669.121948	694.018677	825.196838	912.570435	700.028687	759.024231	691.404846	564.438049	360.58786	419.984009	823.632996	571.754395	543.011	530.032	497.251	534.407	955.61	879.514
93	942.341187	852.420288	801.022278	932.686096	892.739746	960.974609	837.351013	807.119568	556.150635	930.817017	1142.126831	1226.110718	1587.507324	551.462646	660.728882	681.936218	807.527771	911.626038	694.923584	753.256348	701.120422	562.803711	359.655884	418.809052	824.78717	567.42865	539.082	516.82	486.465	525.84	960.912	867.516
94	968.623108	851.309082	800.499756	918.194031	881.896484	951.12793	827.543091	784.856445	550.284851	929.397095	1159.810669	1283.464111	1609.189087	542.489075	654.73877	680.345032	796.843872	925.824585	683.519287	751.708313	710.119812	565.218628	357.495239	419.915039	813.192871	564.440613	536.902	506.088	485.796	523.521	950.138	868.055
95	980.798218	833.367981	794.616394	904.04248	861.780029	940.045105	824.846802	770.987305	548.871948	934.810364	1145.736206	1329.934814	1645.946533	543.369568	648.872192	679.453491	788.266235	939.214783	675.117432	750.61969	713.795349	559.284851	353.540283	413.775024	813.678589	562.810913	543.681	509.5	487.08	528.736	958.739	863.656
96	1046.505493	838.426086	810.776001	909.900452	834.569458	932.089905	815.112305	764.02948	550.828979	948.61615	1155.962769	1367.655396	1662.643433	546.200378	647.327271	669.914062	786.047852	958.930481	664.905518	764.163391	717.875854	555.717834	355.12323	412.5336	808.284973	560.414612	549.645	508.886	489.968	518.082	969.828	863.701
97	1058.751465	812.303101	841.423706	938.026489	839.634216	938.592468	816.600098	749.282532	558.487854	951.63916	1168.746094	1387.361694	1658.30481	541.10144	634.412537	666.57251	786.587708	974.653992	663.766418	774.243835	725.979858	549.248413	347.789642	408.080475	810.59137	567.614075	561.592	509.213	490.363	523.494	972.696	857.951
98	1071.027588	800.38739	864.666687	964.621094	827.22406	927.450256	813.923096	732.14386	564.916077	954.554138	1156.897461	1395.21582	1649.252563	545.172119	640.760498	663.770142	805.443604	994.280945	659.922852	793.518799	721.118164	550.511536	345.087189	410.220825	817.306458	572.907166	571.991	506.902	498.549	523.827	972.877	858.993
99	1115.150635	816.896912	903.607239	1011.314636	843.206726	942.252869	816.693542	729.7771	573.840698	965.22406	1185.279785	1411.269409	1664.031616	550.751099	640.048035	668.493713	822.253113	1001.094604	661.32251	802.228027	732.641235	555.714355	344.832306	414.211395	845.257446	589.818176	576.814	509.763	505.573	529.778	990.556	875.434
100	1113.056274	822.220459	922.37439	1045.501099	859.925659	914.765991	823.257019	749.708557	587.436218	963.884399	1168.131226	1391.005493	1633.174316	553.238464	667.298767	684.278442	847.64502	996.090698	653.85907	832.987732	733.547058	568.312988	347.995544	414.062134	844.164185	598.414246	583.298	518.234	518.513	529.828	987.684	870.497
101	1126.062622	842.861877	933.049805	1095.017212	910.226135	941.066528	838.474609	763.162048	594.625122	962.308899	1162.917236	1380.619995	1573.973267	567.37561	668.048584	693.788452	862.828247	978.130554	677.564331	849.603455	726.65094	573.831787	347.373291	422.498749	856.180481	608.844543	588.051	526.087	526.554	534.712	983.498	881.142
102	1092.069946	843.777405	910.629883	1095.546997	901.651123	925.830627	851.543274	786.093262	585.004578	943.632385	1163.442993	1360.721313	1538.549316	576.781067	677.51886	697.469727	861.175842	939.630554	684.463135	841.018982	699.162781	580.343262	349.39386	422.518188	857.508362	600.236816	591.59	529.872	531.153	538.951	979.502	881.292
103	1076.222046	867.6427	922.023438	1101.452393	906.599854	907.237915	851.458862	795.807861	582.806458	933.390564	1162.542969	1325.306763	1462.638184	577.739014	663.068054	701.359131	866.300781	923.656128	677.63208	832.585876	672.29071	575.566406	344.739899	424.280975	857.86615	596.806946	590.003	534.908	534.355	543.543	974.561	878.144
104	1028.814697	867.381775	899.958313	1073.477295	923.044495	907.205811	857.336365	810.046143	584.444885	928.656555	1158.133789	1291.929321	1439.17749	578.26532	664.609802	702.865662	863.475342	912.894653	662.865601	829.581726	659.130615	582.869263	349.398621	422.116638	855.876831	599.472778	578.107	532.185	530.402	547.14	970.7	895.554
105	1016.832275	872.282715	859.43335	1038.261841	909.37262	899.310486	863.622375	818.824829	574.623718	918.767395	1138.997192	1271.556641	1417.3927	576.108032	656.811646	707.778503	858.457642	892.165283	666.312012	816.973694	651.68634	580.810059	347.288666	421.999298	856.297241	593.831177	566.719	527.622	525.211	549.954	965.247	898.663
106	962.665527	848.03656	838.932922	1006.934204	938.347656	915.0755	860.913635	824.347046	569.76123	910.657104	1137.174561	1248.330933	1398.731567	574.834045	656.816101	703.078674	850.412903	875.691162	663.48407	801.633972	635.570374	584.657776	349.490387	419.886627	855.718201	591.26001	562.27	528.412	528.454	547.422	945.025	888.944
107	937.833191	837.63446	820.986816	968.110168	926.23645	903.93811	855.046631	818.287415	549.854187	903.324219	1129.021484	1222.452148	1411.005249	572.990845	654.684753	693.676941	846.246155	860.728333	665.749878	779.582581	623.777466	584.382751	346.670532	413.431824	852.20282	575.998657	547.919	518.214	517.142	538.097	935.372	879.036
108	937.861511	881.405579	1017.725464	948.671021	917.477905	905.139771	851.109924	811.461487	537.186157	897.563843	1128.007324	1184.22168	1415.977539	571.273682	644.562378	689.330872	827.04834	847.623657	660.009216	769.04541	626.177063	582.987183	351.441925	412.772644	837.595032	574.083923	542.605	514.545	512.534	535.572	939.29	882.164
109	911.112976	896.901978	974.845459	900.159058	886.84613	889.565125	835.996826	791.674683	526.748962	901.839905	1131.094482	1197.817749	1478.60791	571.268066	646.892883	693.383789	818.691406	846.560181	655.797729	759.833557	628.603577	577.63739	341.850037	410.115631	834.449036	559.117493	525.729	499.921	502.775	528.927	935.95	868.447
110	921.457581	941.076599	943.90271	864.437561	853.353271	846.038208	829.022278	779.307068	524.423218	906.624939	1117.449463	1184.767334	1499.723755	565.130127	642.16803	678.436707	803.661865	848.062866	648.823608	737.007263	633.981873	576.650635	347.227539	411.714081	825.630676	561.777405	531.921	495.506	500.169	526.775	922.969	867.017
111	919.675354	968.121948	917.058655	849.145447	852.668396	856.044373	822.909363	762.845764	526.473877	914.750916	1132.071777	1219.000854	1546.243652	563.998047	635.01532	673.356567	804.184082	851.07782	639.641846	735.861511	647.826904	570.472595	349.405853	410.08313	836.25293	567.805603	529.046	489.79	493.799	525.301	918.463	860.638
112	934.053894	944.502075	886.417847	828.394043	825.270874	830.141357	815.180786	755.782654	527.265808	930.318481	1122.202759	1229.078125	1546.596558	563.841675	632.992737	670.719666	795.011536	863.240356	635.016418	734.423401	666.141846	568.619507	342.688904	401.908325	827.607483	565.318665	532.461	484.414	493.102	526.238	925.5	849.954
113	933.213257	964.533569	908.429443	857.402039	827.968445	834.071106	793.663269	737.074158	534.678223	943.446106	1159.122314	1274.797119	1535.044189	556.760559	629.408142	657.551697	794.767212	893.541992	635.986572	749.081909	695.086853	568.248108	345.451813	400.597076	825.796265	564.634155	534.998	482.557	494.46	521.953	925.764	854.156
114	936.007019	959.204102	914.105957	867.328003	806.005737	805.296997	790.123596	731.324768	549.673584	975.359436	1161.707642	1312.734009	1541.132812	555.891357	628.490723	661.327393	798.460022	913.974548	634.258118	751.830566	708.937988	565.691345	341.567871	397.898407	826.48877	566.867493	539.263	488.66	500.326	529.615	934.139	856.072
115	963.966064	982.86969	946.243591	884.808533	815.78064	820.915222	782.900391	732.767578	560.276917	990.771057	1194.109619	1338.118042	1490.211548	561.483887	621.389404	656.135315	801.49585	930.061218	632.075928	757.242126	718.029602	570.083679	342.566101	396.320801	828.126038	571.28009	545.154	485.292	496.295	527.322	933.123	866.276
116	958.628357	979.135803	959.646851	895.811096	820.077026	826.362061	779.576233	725.650757	575.631592	1001.288208	1203.276123	1367.800049	1480.127319	561.587708	623.784485	667.134399	821.417175	950.515625	632.255676	775.528503	733.151855	574.519043	344.419464	397.210419	847.349426	583.417114	551.052	483.985	509.176	534.693	930.42	882
117	986.835938	1018.610962	1006.184998	921.600647	852.244263	854.131836	790.022278	737.843994	594.548218	997.682556	1203.771851	1359.810791	1413.335205	571.42395	651.628296	680.988037	849.225769	961.092834	638.741272	788.857544	733.112854	590.741577	347.194977	404.860962	854.768372	586.01886	554.732	497.807	510.77	543.175	939.029	893.961
118	974.115662	1023.004456	1021.510559	928.541504	877.084961	868.822937	809.164368	744.810547	598.749878	987.291382	1197.309814	1366.774536	1382.677368	584.151611	651.116394	684.123047	865.29657	955.06012	652.112854	798.598145	723.884094	589.385376	344.774872	399.886963	852.616211	581.447876	551.492	502.459	516.698	548.883	930.166	894.987
119	1002.905029	1064.427979	1063.519531	955.882263	901.402405	899.639771	823.948547	750.165894	593.571411	976.878845	1183.793091	1323.327881	1330.866455	588.302979	654.455688	692.398682	860.541016	929.627625	657.411865	777.246094	692.095703	591.365295	339.84967	394.072784	850.855713	570.636169	539.261	500.194	517.712	548.063	931.289	909.472
120	972.975952	1056.909424	1039.226685	934.085876	897.10437	896.020264	817.427734	739.358643	579.906006	956.850525	1187.605835	1319.647461	1321.568848	585.238098	642.495178	692.752319	856.509094	917.846863	657.193787	779.035583	678.307983	585.0271	337.675323	393.221039	857.180969	566.163269	534.075	507.547	523.064	550.866	922.817	912.093
121	972.390259	1077.204834	938.415649	913.954285	891.387268	896.268799	824.434814	744.537415	570.64856	951.272522	1180.098633	1281.248047	1308.025635	573.940918	635.394836	690.296387	848.477661	893.776001	649.541565	775.059326	666.030823	592.026184	335.211517	385.831421	845.355896	553.849121	527.933	509.408	527.558	556.49	927.317	923.709
122	935.357727	1048.851807	929.883484	881.216614	894.428772	923.595337	833.013672	748.064148	562.985046	937.943542	1182.108521	1251.241699	1271.486084	582.164429	638.884094	698.623596	847.022705	879.75708	649.872803	770.777893	655.011353	586.27179	336.696198	383.795258	832.507751	551.696777	513.975	503.765	522.633	552.409	914.051	916.445
123	931.117859	1026.614258	908.453552	844.26532	878.686951	891.989624	838.19104	748.406738	553.635193	933.167725	1181.917725	1233.372437	1310.820435	575.667053	636.84375	692.358093	836.61261	858.5802	648.083374	768.800293	649.314392	581.505005	329.66333	380.737793	831.393616	540.797546	501.441	499.196	516.914	553.747	918.021	911.876
124	906.191101	1013.626648	921.216675	829.53125	886.479614	885.949646	837.260498	743.700623	541.241211	912.807922	1167.981812	1189.342285	1314.511963	578.729492	628.240906	693.571228	826.018799	844.719238	638.585266	752.625427	644.93042	579.078979	331.699554	380.06955	824.125549	533.507751	502.946	495.268	517.922	550.934	901.032	902.498
125	876.253052	987.561951	921.712036	799.187927	870.753662	876.249939	834.700378	731.889893	531.844727	910.556458	1183.357056	1183.750366	1345.406372	575.070923	629.448059	703.46228	812.665283	826.448975	639.592712	735.909363	642.310547	566.637634	323.712738	369.084015	807.574707	523.40387	497.726	489.444	508.546	552.486	896.416	891.079
126	880.388306	997.611267	920.848694	722.415222	869.074463	864.043213	826.644409	732.776855	527.97644	922.264648	1167.27002	1159.995239	1355.164795	570.921753	624.002014	713.431335	802.631897	815.611328	631.180847	715.515625	645.933899	566.32312	328.123932	368.054871	803.115295	520.315247	495.032	483.637	505.488	546.18	881.393	880.59
127	854.2146	961.088867	890.576843	702.059082	834.385376	846.528259	818.103577	716.3078	518.972229	921.768738	1183.620117	1185.436035	1366.056519	566.427246	617.285461	701.644897	787.671997	827.207092	621.226624	710.413513	661.306152	561.331177	323.390472	368.564484	800.223999	519.313171	483.582	474.845	497.017	540.404	883.461	877.146
128	887.912048	974.683655	909.768066	708.672119	834.303467	846.030518	795.982361	706.70105	521.778381	926.460754	1192.479248	1215.133545	1381.359009	565.99762	624.368774	705.630859	784.427795	852.558777	618.216064	684.897705	669.702148	553.281677	321.815186	365.665985	794.397217	513.031433	498.698	475.642	491.535	540.14	883.146	859.632
