TIME	20170929_W03	20170929_W04	20170929_W05	20170929_W06	20190619_W01	20190619_W02	20190619_W03	20190619_W04	20190619_W05	20190702_W03
24	2717.923	2024.334	1770.215	960.615	2194.62	1794.895	2847.209	1011.64	1734.535	2591.587
25	3400.8	2296.518	2282.658	970.592	2148.954	1894.736	3052.483	1038.975	1784.812	2765.792
26	3441.334	2606.151	2492.487	989.425	2115.881	1989.087	3184.523	1060.202	1876.016	2960.104
27	3550.203	2752.655	2690.039	1056.276	2058.59	2071.806	3326.684	1070.048	2003.217	3166.086
28	3851.023	2847.636	2889.458	1132.296	2060.079	2143.873	3373.726	1053.544	2150.679	3330.08
29	4249.366	2894.727	3040.212	1174.359	2108.177	2233.119	3372.975	1026.244	2312.539	3358.81
30	4732.264	2920.177	3096.509	1222.737	2214.163	2309.65	3393.314	1024.431	2455.361	3405.352
31	5156.699	2881.652	3118.648	1245.125	2380.219	2372.834	3329.082	1006.922	2541.913	3381.148
32	5388.917	2815.289	3093.544	1278.736	2568.004	2427.287	3262.905	1000.375	2590.459	3344.517
33	5495.653	2740.369	3052.436	1282.671	2728.405	2484.236	3182.064	989.985	2582.94	3211.369
34	5461.552	2715.772	2995.895	1319.769	2873.684	2551.171	3145.836	1028.431	2568.72	3087.795
35	5363.73	2714.429	2977.703	1375.925	2951.411	2610.686	3175.559	1057.997	2522.458	3024.28
36	5175.465	2764.478	2998.342	1455.764	2936.598	2663.818	3314.997	1100.715	2474.481	2964.02
37	5008.464	2868.842	3043.178	1486.003	2885.538	2723.668	3457.688	1117.508	2462.141	2964.441
38	4804.782	3031.724	3108.233	1521.352	2822.442	2767.009	3661.941	1112.642	2494.154	3032.007
39	4747.583	3275.993	3244.899	1543.19	2770.07	2790.187	3842.498	1125.455	2583.721	3232.359
40	4744.766	3515.272	3441.773	1558.615	2723.67	2861.757	4027.997	1112.391	2715.123	3465.775
41	4918.373	3721.173	3593.87	1562.917	2707.431	2920.069	4131.088	1078.04	2929.453	3714.548
42	5207.622	3894.167	3760.26	1581.42	2781.976	2980.481	4256.605	1067.813	3125.192	3943.998
43	5617.793	4028.65	3937.329	1579.879	2943.123	3029.372	4239.539	1062.071	3318.537	4084.667
44	6002.343	4083.248	4012.484	1612.861	3135.415	3080.792	4268.649	1061.327	3434.562	4178.071
45	6341.476	4070.181	4069.091	1642.615	3370.926	3160.965	4216.399	1072.907	3525.349	4164.644
46	6560.195	4065.5	4092.939	1704.288	3577.213	3253.578	4178.51	1143.297	3596.579	4062.332
47	6653.97	4021.979	4050.729	1758.412	3794.72	3347.525	4113.14	1165.981	3601.241	3987.374
48	6631.512	3998.441	4060.507	1826.221	3862.47	3455.404	4161.554	1189.016	3537.947	3864.935
49	6434.308	3935.442	4039.512	1876.099	3844.983	3518.115	4246.256	1186.971	3501.021	3709.713
50	6253.033	3903.019	4075.809	1970.734	3819.969	3580.17	4344.522	1195.589	3509.036	3593.935
51	5994.01	3941.222	4192.086	2053.072	3713.76	3580.969	4460.636	1175.178	3525.98	3529.302
52	5829.464	4039.903	4340.892	2087.545	3632.458	3608.89	4678.306	1164.229	3602.268	3541.989
53	5762.277	4181.298	4464.195	2130.254	3577.638	3644.522	4800.745	1159.048	3734.74	3671.103
54	5791.576	4362.519	4578.04	2145.182	3540.651	3688.309	4958.146	1145.555	3891.054	3827.061
55	5959.177	4533.297	4788.138	2150.873	3565.49	3729.758	5082.503	1156.669	3985.084	4052.801
56	6261.075	4620.707	4932.197	2145.256	3669.556	3797.921	5215.901	1181.355	4263.764	4288.344
57	6648.917	4665.62	5100.256	2154.559	3792.717	3867.714	5297.619	1200.474	4350.501	4557.927
58	7043.781	4641.79	5138.442	2202.489	4015.575	4020.908	5278.492	1230.609	4391.495	4829.615
59	7415.659	4573.854	5198.708	2269.374	4192.053	4091.251	5237.257	1272.406	4440.3	4991.635
60	7677.152	4489.233	5239.586	2369.745	4370.963	4225.084	5218.142	1297.822	4502.911	5092.314
61	7894.506	4365.166	5290.944	2497.214	4498.809	4265.499	5213.846	1308.105	4459.662	5085.414
62	7969.503	4335.143	5292.253	2660.871	4525.829	4351.127	5248.579	1325.243	4475.717	4954.425
63	7901.91	4261.291	5335.877	2753.429	4523.554	4343.657	5258.064	1314.828	4510.788	4776.361
64	7751.49	4280.211	5372.309	2838.681	4416.686	4344.483	5361.845	1306.355	4531.689	4666.298
65	7637.644	4287.678	5419.917	2863.813	4305.937	4334.208	5522.364	1272.773	4504.002	4536.439
66	7493.081	4334.57	5448.282	2873.243	4309.216	4379.276	5644.185	1285.653	4622.095	4484.139
67	7424.527	4383.415	5593.188	2895.62	4214.033	4351.271	5829.866	1308.359	4641.961	4417.015
68	7412.443	4444.229	5753.407	2880.539	4240.221	4402.186	5913.419	1330.751	4733.149	4498.452
69	7573.029	4442.251	5900.485	2846.625	4324.675	4443.316	5996.302	1358.49	4766.889	4626.339
70	7799.963	4398.916	6002.527	2824.87	4409.365	4541.246	5949.691	1398.089	4850.434	4842.613
71	8122.262	4347.054	6041.865	2880.663	4447.843	4540.243	5916.49	1418.208	4849.047	5184.01
72	8504.864	4294.809	6040.417	2925.301	4548.134	4589.397	5938.905	1435.227	4728.971	5460.594
73	8875.943	4199.948	6035.771	3065.197	4594.055	4612.138	5868.104	1450.262	4756.779	5816.673
74	9205.919	4082.441	6025.626	3245.322	4565.92	4589.233	5842.77	1438.236	4682.287	6053.335
75	9520.808	3968.221	6034.991	3456.464	4476.065	4456.129	5707.292	1431.179	4637.282	6155.962
76	9677.812	3860.099	6072.938	3612.85	4484.541	4401.989	5697.12	1431.431	4538.842	6209.953
77	9758.521	3767.146	6134.386	3750.141	4368.786	4350.349	5673.973	1435.956	4519.807	6152.417
78	9714.421	3726.547	6174.068	3857	4286.117	4271.888	5642.517	1472.095	4492.689	6080.636
79	9616.601	3646.35	6225.37	3899.6	4200.778	4213.37	5580.024	1512.503	4465.625	5947.802
80	9527.387	3582.356	6338.645	3856.86	4134.665	4143.323	5525.45	1543.021	4420.736	5826.049
81	9382.98	3495.245	6361.113	3739.231	4088.43	4104.303	5386.339	1558.744	4436.348	5756.299
82	9346.527	3377.213	6332.291	3640.881	3979.845	4020.741	5335.15	1570.517	4349.242	5760.985
83	9409.313	3310.656	6322.896	3572.871	3871.888	3926.268	5117.509	1582.139	4237.482	5819.48
84	9571.909	3239.027	6261.273	3568.23	3865.198	3931.59	5069.922	1607.139	4193.758	5988.259
85	9756.083	3146.573	6200.08	3585.937	3838.348	3832.873	4999.771	1611.775	4054.167	6169.354
86	9977.058	3028.855	6091.798	3641.885	3748.637	3761.091	4851.445	1609.321	3942.485	6397.73
87	10198.681	2922.681	6018.732	3808.901	3702.137	3695.185	4730.33	1601.334	3835.156	6730.011
88	10294.467	2838.587	5926.628	4013.739	3641.083	3666.383	4574.303	1605.711	3829.032	6916.412
89	10365.767	2729.947	5853.282	4225.141	3499.379	3612.079	4469.957	1620.108	3747.25	6989.103
90	10357.547	2662.617	5788.768	4381.391	3373.714	3546.818	4297.755	1640.795	3625.643	7083.858
91	10295.976	2578.121	5765.582	4456.18	3309.125	3491.822	4214.948	1686.47	3580.127	7141.231
92	10111.361	2515.336	5747.955	4510.259	3209.625	3478.226	4072.846	1717.364	3527.44	7114.784
93	9872.573	2426.248	5713.95	4459.636	3143.308	3440.176	3923.96	1727.293	3413.9	7070.342
94	9666.856	2380.786	5700.443	4345.295	3091.319	3456.35	3874.809	1766.633	3389.612	6956.989
95	9470.633	2326.791	5666.493	4273.412	3056.009	3423.68	3737.166	1795.578	3288.444	6871.198
96	9343.408	2235.043	5597.298	4139.444	3002.93	3412.328	3626.153	1772.113	3213.395	6824.583
97	9173.011	2127.143	5437.736	4005.239	2926.088	3411.341	3549.854	1755.521	3145.6	6797.588
98	9100.756	2041.73	5323.916	3901.885	2917.291	3411.95	3445.053	1748.628	3110.278	6795.156
99	9095.679	1971.325	5248.462	3928.519	2861.249	3445.167	3348.494	1740.295	3049.104	6898.327
100	9103.799	1905.478	5159.801	4009.276	2790.061	3425.625	3259.078	1769.932	2968.722	6951.707
101	9136.514	1831.072	5077.55	4175.813	2783.396	3426.264	3138.843	1811.84	2947.875	7064.655
102	9073.963	1791.108	5023.493	4373.604	2715.057	3392.269	3108.968	1853.332	2923.395	7206.796
103	9034.899	1733.905	4954.371	4553.671	2675.714	3394.849	3023.209	1902.468	2864.253	7191.716
104	8885.324	1689.867	4888.133	4749.539	2610.858	3365.96	2957.398	1952.551	2789.81	7182.537
105	8678.268	1654.492	4808.694	4837.85	2618.166	3375.426	2888.9	1983.961	2791.929	7156.026
106	8436.17	1610.263	4758.073	4880.322	2584.023	3350.286	2835.011	2003.206	2750.716	7034.938
107	8222.94	1578.928	4704.979	4878.642	2568.451	3368.452	2764.719	1972.05	2685.636	6964.998
108	8011.801	1531.316	4648.722	4780.439	2551.417	3396.329	2760.878	1987.006	2653.985	6925.023
109	7816.086	1486.933	4581.304	4643.071	2527.92	3450.603	2674.312	1967.009	2670.467	6749.256
110	7694.507	1466.969	4523.083	4555.125	2503.795	3428.696	2651.89	1973.989	2632.542	6707.093
111	7530.454	1413.349	4474.492	4474.598	2497.154	3431.117	2598.571	1985.36	2588.357	6665.497
112	7448.827	1384.423	4404.754	4421.011	2483.988	3487.224	2567.498	2017.541	2575.586	6618.47
113	7405.061	1331.875	4338.175	4373.519	2439.086	3470.051	2508.14	1999.216	2518.756	6577.996
114	7348.955	1314.792	4263.048	4424.55	2391.143	3470.189	2480.726	2034.131	2459.583	6524.232
115	7264.963	1299.351	4230.367	4522.06	2392.057	3495.605	2478.523	2098.242	2481.55	6561.494
116	7128.684	1290.401	4164.204	4615.549	2375.571	3471.056	2428.255	2180.442	2453.631	6553.837
117	6984.726	1285.119	4111.02	4752.178	2356.059	3473.633	2400.253	2180.115	2434.816	6517.801
118	6787.02	1268.576	4074.39	4856.785	2361.312	3479.445	2386.043	2227.23	2409.529	6448.596
119	6604.498	1263.977	4040.224	5007.839	2334.01	3513.216	2359.841	2244.839	2419.396	6365.195
120	6399.368	1259.863	4007.675	5105.012	2316.731	3493.599	2343.152	2239.503	2386.822	6318.152
121	6200.254	1249.462	3976.657	5135.462	2307.877	3556.78	2342.4	2229.001	2350.992	6228.033
122	6000.386	1245.24	3951.254	5121.354	2313.009	3547.102	2335.956	2252.61	2328.961	6163.984
123	5884.946	1229.452	3926.833	5094.447	2285.674	3519.286	2306.825	2237.883	2294.628	6096.251
124	5737.751	1213.411	3888.18	5033.743	2275.525	3600.206	2295.089	2238.021	2274.006	6117.909
125	5622.753	1208.458	3871.603	4975.809	2280.055	3605.646	2299.336	2280.575	2257.702	6018.419
126	5557.585	1235.045	3869.312	4925.354	2263.239	3584.551	2291.429	2323.556	2247.833	5925.81
127	5439.629	1235.298	3848.235	4889.399	2295.801	3602.107	2271.217	2366.487	2235.412	5811.199
128	5315.601	1232.536	3807.97	4869.565	2256.607	3612.929	2277.782	2389.732	2223.322	5705.984
129	5173.92	1206.341	3747.912	4888.882	2214.321	3538.196	2229.481	2388.221	2169.665	5737.14
130	5070.602	1206.983	3730.771	4923.83	2201.069	3525.16	2223.111	2380.813	2159.403	5725.835
131	4896.09	1202.893	3661.668	4980.589	2191.837	3567.55	2214.694	2380.656	2139.448	5691.208
132	4752.638	1198.897	3612.187	5072.468	2190.36	3534.968	2214.15	2387.035	2106.516	5711.292
133	4646.436	1200.28	3580.338	5166.068	2145.871	3520.452	2209.109	2367.263	2113.319	5714.578
134	4495.494	1202.65	3553.882	5262.385	2181.24	3543.007	2178.814	2353.042	2093.99	5618.024
135	4360.878	1200.257	3530.303	5311.774	2135.59	3572.139	2198.836	2338.814	2061.199	5660.706
136	4254.126	1194.68	3515.684	5314.556	2157.015	3555.19	2179.852	2357.252	2031.619	5565.271
137	4182.16	1202.851	3487.855	5346.222	2145.772	3557.037	2179.017	2369.873	2014.673	5544.631
138	4084.153	1197.689	3501.496	5342.258	2140.686	3548.69	2166.665	2395.939	2001.006	5448.102
139	4030.52	1197.756	3490.306	5284.827	2143.593	3555.779	2153.565	2404.791	1997.61	5418.075
140	3967.392	1184.031	3470.237	5248.669	2122.119	3519.9	2151.037	2393.146	1974.059	5339.377
141	3936.749	1197.991	3452.576	5206.714	2134.713	3485.938	2145.959	2466.232	1964.155	5187.842
142	3914.929	1236.902	3476.936	5218.005	2135.181	3470.517	2151.613	2478.044	1978.335	5172.453
143	3855.068	1239.997	3433.781	5213.86	2150.901	3498.149	2159.633	2477.379	1962.986	5103.047
144	3794.695	1228.215	3404.147	5223.922	2144.891	3482.405	2151.828	2464.581	1939.203	5053.487
