TIME	20180902_W02	20180902_W03	20180902_W04	20180902_W05	20180902_W06	20180902_W07	20180908_W02	20180908_W03	20180908_W04	20180908_W05
32	1018.431	1450.516	1774.787	1845.08	836.187	3219.989	3156.766	767.855	2321.404	3489.491
33	1033.794	1440.677	1845.168	1835.406	841.635	3143.221	3362.626	792.266	2364.611	3706.675
34	1102.277	1532.202	2082.195	1878.888	859.812	3396.487	3416.466	798.917	2282.033	3671.153
35	1151.721	1596.869	2212.649	1870.932	823.665	3583.508	3815.062	851.058	2313.294	3809.423
36	1226.575	1726.021	2356.133	1916.842	804.707	3949.187	3918.695	864.891	2229.32	3642.096
37	1276.266	1839.564	2371.636	1944.614	766.781	4173.946	4275.785	923.994	2310.047	3735.996
38	1351.308	1993.72	2427.688	2050.284	768.074	4535.48	4241.839	896.683	2197.679	3491.355
39	1375.382	2071.848	2342.607	2065.422	750.256	4602.151	4535.3	940.424	2368.73	3632.505
40	1367.135	2109.342	2281.249	2110.432	759.5	4755.134	4456.425	913.382	2366.266	3566.379
41	1349.76	2119.301	2157.382	2103.019	749.272	4567.829	4545.544	927.985	2544.153	3784.221
42	1334.952	2128.979	2114.406	2138.329	767.253	4592.703	4333.079	892.19	2526.885	3791.672
43	1312.316	2065.676	2065.361	2097.057	778.168	4314.228	4361.174	898.585	2680.534	4030.119
44	1283.964	2021.941	2070.739	2097.277	801.051	4207.802	4042.789	848.839	2601.935	3974.243
45	1301.176	2006.645	2160.919	2070.335	787.149	4036.293	4228.204	880.506	2768.498	4287.35
46	1332.122	1967.278	2277.864	2045.027	778.737	4114.247	4077.361	874.96	2721.31	4311.389
47	1387.335	1998.582	2467.837	2019.008	760.716	4222.774	4312.13	930.529	2816.909	4623.451
48	1446.413	2048.966	2647.974	2036.238	757.135	4551.262	4348.982	947.507	2706.752	4547.382
49	1496.89	2183.219	2817.18	2079.839	739.183	4826.583	4740.954	1006.53	2771.932	4711.525
50	1501.022	2299.543	2878.067	2079.72	724.237	5149.501	4853.429	1014.229	2695.436	4641.165
51	1539.844	2560.611	2941.887	2076.161	700.461	5411.26	5339.625	1051.366	2728.722	4637.328
52	1487.449	2625.523	2881.925	2076.234	706.025	5624.305	5523.73	1043.992	2659.838	4560.818
53	1492.574	2833.982	2883.7	2106.662	712.884	5715.172	5865.483	1068.909	2715.378	4577.781
54	1414.062	2858.114	2688.184	2033.916	718.125	5678.65	5978.197	1050.907	2692.62	4555.184
55	1418.677	3003.586	2705.618	2073.203	736.833	5699.58	5972.298	1029.387	2695.225	4477
56	1359.624	2876.66	2553.126	1976.629	728.331	5398.355	6037.307	1029.128	2785.556	4721.584
57	1395.496	2913.383	2593.342	1969.44	740.969	5332.182	6093.007	1025.204	2942.146	4843.793
58	1393.701	2754.793	2559.997	1877.493	720.963	5158.231	6047.257	1039.372	3052.618	5053.583
59	1485.375	2797.702	2760.086	1887.233	721.542	5315.902	5799.101	1016.588	3065.075	5117.009
60	1490.676	2700.768	2855.427	1812.247	693.545	5312.009	6007.9	1067.965	3220.929	5442.459
61	1559.902	2736.972	3112.334	1838.798	694.737	5638.774	5919.351	1093.218	3187.969	5412.21
62	1556.067	2651.762	3185.944	1776.625	674.924	5761.4	6035.003	1139.402	3294.762	5665.114
63	1600.379	2729.388	3492.414	1814.013	688.049	6219.455	6117.825	1151.582	3210.899	5569.675
64	1517.646	2614.734	3406.644	1717.327	671.25	6132.214	6474.063	1199.77	3314.227	5751.637
65	1537.531	2691.548	3519.546	1747.9	688.751	6466.271	6515.011	1175.235	3178.758	5512.012
66	1480.71	2594.141	3436.592	1679.227	676.351	6245.895	6957.005	1211.96	3275.339	5803.777
67	1489.971	2616.031	3507.854	1689.467	688.661	6373.143	6779.236	1170.464	3129.368	5434.614
68	1458.781	2442.272	3343.503	1603.402	677.954	6036.856	7199.995	1190.226	3235.766	5709.126
69	1510.05	2441.906	3362.655	1614.735	706.477	6022.457	7129.06	1155.713	3222.898	5625.998
70	1536.584	2310.684	3268.417	1547.945	684.595	5684.844	7381.77	1182.167	3420.48	6020.391
71	1624.027	2291.81	3331.202	1557.955	686.258	5658.523	7195.784	1147.89	3325.433	5863.668
72	1662.641	2170.245	3316.455	1514.445	671.783	5476.149	7440.443	1206.246	3490.635	6237.642
73	1744.237	2114.241	3433.568	1502.027	657.535	5622.373	7150.919	1205.7	3368.238	6062.955
74	1714.778	1968.393	3440.449	1468.901	653.096	5617.125	7413.452	1281.089	3507.72	6455.24
75	1764.549	1981.951	3616.363	1479.437	662.596	5919.844	7340.873	1279.221	3389.077	6297.912
76	1717.652	1858.259	3555.025	1420.354	642.343	5784.309	7527.192	1357.116	3492.035	6572.32
77	1721.954	1831.468	3648.669	1422.931	645.105	6018.575	7238.02	1338.095	3289.021	6184.61
78	1668.503	1713.755	3570.976	1371.812	639.988	5855.562	7635.167	1430.589	3402.617	6471.245
79	1716.762	1705.359	3645.918	1393.335	655.192	6008.982	7226.691	1381.405	3191.662	6036.403
80	1699.492	1610.359	3493.714	1328.391	639.233	5681.568	7635.375	1448.79	3265.709	6169.576
81	1813.976	1577.69	3542.938	1343.114	645.362	5768.837	7425.737	1401.955	3089.855	5755.918
82	1849.676	1464.504	3383.506	1287.187	620.26	5383.716	7745.601	1462.182	3187.784	6012.933
83	1966.892	1442.116	3413.94	1288.56	618.875	5408.562	7486.801	1444.497	3058.168	5731.865
84	2045.534	1381.884	3310.524	1266.725	603.67	5145.801	7526.599	1451.673	3002.237	5784.599
85	2107.631	1324.565	3247.117	1272.195	611.344	5144.95	7302.313	1420.975	2904.433	5639.727
86	2142.5	1274.719	3235.822	1252.028	609.024	4963.699	7380.352	1460.504	2921.547	5752.146
87	2095.361	1228.896	3154.598	1257.753	619.004	5009.229	7058.622	1421.883	2734.419	5484.75
88	2137.697	1213.814	3186.37	1283.626	623.085	5049.527	7179.892	1467.774	2728.301	5563.938
89	2019.655	1145.693	3011.113	1234.997	618.305	4817.151	6852.465	1435.761	2555.784	5241.602
90	2055.976	1145.211	3030.773	1263.909	634.625	4891.635	6955.321	1504.395	2557.503	5297.644
91	1979.739	1065.807	2838.536	1212.042	624.487	4586.241	6518.172	1475.744	2379.405	4969.131
92	2101.617	1074.827	2876.674	1228.585	633.151	4630.619	6782.398	1573.925	2422.462	4995.562
93	2086.973	1020.381	2673.2	1174.888	613.925	4323.312	6387.444	1534.508	2260.571	4648.432
94	2232.603	1010.375	2714.566	1206.484	622.294	4334.613	6534.964	1605.655	2272.796	4686.72
95	2230.021	957.09	2547.946	1163.475	606.284	4019.248	6127.289	1557.139	2127.321	4325.345
96	2373.803	959.003	2585.152	1215.602	626.034	4021.681	6348.252	1626.077	2131.305	4370.961
97	2331.468	909.292	2405.091	1178.795	617.336	3762.695	5938.536	1574.989	1978.914	4075.468
98	2424.619	913.362	2386.091	1220.265	630.84	3792.104	6123.386	1622.868	1944.103	4113.096
99	2346.281	877.757	2230.224	1184.429	633.473	3576.892	5721.958	1581.666	1836.094	3914.421
100	2374.232	868.78	2228.689	1202.326	649.302	3572.97	5907.694	1639.862	1848.258	3913.474
101	2317.748	850.359	2120.71	1184.898	641.721	3399.805	5570.032	1601.425	1738.156	3693.626
102	2316.277	841.587	2105.576	1204.536	659.132	3429.621	5660.739	1642.174	1743.775	3719.004
103	2285.698	820.009	1993.675	1176.886	652.925	3229.527	5337.449	1607.131	1659.058	3494.5
104	2330.41	825.249	1997.506	1193.333	659.088	3254.111	5453.194	1662.989	1687.665	3471.093
105	2407.348	816.14	1958.19	1185.779	649.231	3098.906	5116.619	1636.907	1623.931	3223.695
106	2414.89	803.708	1915.49	1176.464	653.875	3026.873	5204.611	1716.757	1640.627	3239.866
107	2564.588	823.734	1952.711	1201.635	649.679	2916.625	4986.636	1664.796	1573.122	3061.481
108	2526.179	807.222	1921.086	1196.279	654.164	2874.287	5009.878	1715.152	1613.427	3081.227
109	2630.945	824.804	1967.943	1242.718	669.725	2809.506	4744.88	1654.938	1546.661	2971.057
110	2552.819	803.359	1887.69	1215.739	666.652	2693.905	4909.868	1698.588	1555.529	2975.851
111	2568.409	813.862	1912.618	1249.971	693.604	2686.908	4711.59	1642.631	1481.502	2809.123
112	2482.384	790.108	1846.871	1213.462	686.791	2551.179	4785.42	1668.722	1504.717	2843.703
113	2520.323	816.698	1886.296	1262.876	708.19	2566.616	4649.438	1629.841	1452.776	2714.521
114	2409.61	776.661	1783.897	1215.03	697.699	2416.915	4720.703	1662.611	1485.2	2715.865
115	2476.745	806.37	1802.222	1248.521	718.354	2430.603	4512.597	1590.402	1452.547	2577.633
116	2427.433	775.419	1726.112	1202.672	694.304	2284.873	4575.277	1633.725	1496.104	2600.977
117	2539.071	797.778	1739.955	1236.065	712.564	2299.362	4438.892	1580.149	1477.174	2478.141
118	2554.322	782.373	1683.593	1218.381	697.999	2173.397	4549.004	1608.187	1528.556	2486.345
119	2603.726	805.233	1694.531	1249.629	710.144	2190.523	4317.621	1531.578	1521.641	2351.264
120	2620.75	799.01	1658.294	1245.986	702.166	2080.886	4364.374	1546.438	1568.299	2377.906
121	2618.383	809.021	1672.547	1272.153	721.744	2081.981	4225.52	1472.93	1532.187	2257.198
122	2638.697	810.58	1655.94	1269.323	714.336	1999.543	4308.833	1507.107	1568.775	2291.642
123	2614.031	814.816	1648.187	1305.465	735.061	2001	4148.418	1458.436	1539.721	2239.591
124	2607.372	822.099	1653.93	1314.299	727.063	1938.639	4229.334	1468.646	1561.474	2222.733
125	2521.497	806.121	1635.281	1315.198	735.977	1914.645	4076.949	1419.707	1510.627	2161.22
126	2574.853	826.039	1659.868	1348.758	757.101	1887.488	4186.245	1453.686	1545.667	2191.111
127	2506.919	805.38	1587.759	1317.128	745.927	1865.05	3989.806	1409.943	1488.966	2114.43
128	2581.776	828.371	1603.502	1347.194	760.23	1864.606	3990.327	1428.014	1524.916	2139.985
129	2601.917	813.882	1567.353	1318.73	741.734	1785.471	3818.712	1392.744	1495.578	2030.336
