TIME	20180902_W08	20180902_W09	20180902_W10	20180902_W11	20180902_W12	20180902_W13	20180908_W06	20180908_W07	20180908_W08	20180908_W09
79	2438.146	1051.765	1619.149	1636.849	766.796	1960.167	3663.723	4387.012	3750.807	3576.907
80	2241.969	1008.416	1508.566	1502.079	753.788	1813.001	3735.507	4468.189	3757.141	3850.098
81	2203.081	1020.196	1535.369	1493.418	779.256	1834.721	3455.211	4214.94	3451.129	3796.558
82	2069.266	1007.809	1460.802	1393.234	781.995	1773.215	3570.973	4455.897	3560.742	4198.733
83	2063.905	1044.735	1494.372	1404.219	813.95	1818.685	3415.022	4374.347	3374.326	4184.901
84	1968.657	1036.48	1444.562	1318.96	806.815	1740.962	3486.942	4553.585	3432.698	4419.702
85	1931.707	1073.017	1480.723	1336.624	855.914	1816.309	3462.34	4502.416	3297.982	4378.528
86	1855.846	1076.776	1444.564	1269.679	841.181	1775.377	3665.549	4919.225	3457.467	4622.573
87	1845.743	1101.88	1459.98	1277.551	878.534	1817.037	3545.949	4856.417	3330.296	4494.226
88	1818.881	1114.953	1447.033	1256.574	877.803	1785.092	3740.336	5255.244	3446.412	4594.087
89	1756.495	1125.412	1437.325	1257.326	902.465	1798.057	3629.137	5208.876	3299.87	4366.356
90	1759.247	1150.133	1455.418	1249.924	891.913	1783.233	3768.9	5552.475	3460.475	4515.991
91	1670.618	1110.13	1408.462	1216.424	901.171	1748.383	3649.946	5397.083	3342.458	4379.699
92	1690.5	1155.148	1446.796	1230.896	922.903	1720.206	3804.141	5601.5	3445.098	4436.055
93	1607.899	1128.461	1419.746	1172.99	909.669	1708.907	3678.222	5389.732	3322.948	4292.389
94	1634.52	1162.593	1439.144	1181.638	922.285	1693.811	3782.719	5512.645	3354.927	4449.833
95	1551.889	1139.818	1414.45	1144.471	924.904	1697.862	3606.222	5218.316	3206.914	4375.151
96	1575.997	1200.236	1476.279	1182.288	958.197	1762.395	3730.886	5344.909	3301.306	4557.543
97	1503.498	1187.936	1449.49	1154.513	955.147	1747.843	3564.37	4998.465	3128.744	4423.906
98	1520.236	1238.184	1489.018	1162.076	979.631	1769.603	3722.27	5183.564	3191.765	4665.753
99	1456.344	1221.262	1441.383	1138.599	966.15	1743.696	3620.121	5097.051	3067.09	4614.391
100	1466.82	1260.963	1475.844	1165.491	992.064	1779.304	3735.079	5169.136	2997.812	4608.002
101	1420.486	1230.12	1423.389	1127.356	966.051	1713.051	3605.955	5128.691	2935.478	4619.185
102	1452.605	1292.385	1470.233	1167.924	996.295	1759.596	3704.495	5334.294	2941.691	4618.317
103	1401.594	1250.661	1389.497	1113.59	964.9	1681.218	3551.444	5189.589	2842.365	4483.885
104	1447.715	1289.632	1435.366	1139.524	994.004	1716.015	3650.784	5452.576	2905.024	4616.339
105	1411.756	1255.609	1410.66	1098.302	965.585	1643.278	3426.713	5157.356	2730.827	4322.445
106	1430.699	1275.433	1443.781	1111.851	989.759	1688.806	3534.581	5366.288	2752.62	4415.59
107	1404.461	1220.998	1404.195	1057.002	959.092	1645.554	3344.088	5029.798	2618.974	4163.286
108	1413.66	1218.534	1416.093	1048.061	973.696	1673.549	3413.398	5141.479	2634.623	4191.484
109	1392.657	1196.929	1387.798	1009.627	934.365	1608.607	3226.562	4848.022	2512.342	4112.184
110	1367.562	1158.976	1355.694	989.8	933.219	1634.682	3210.992	4771.564	2474.447	4077.757
111	1362.743	1133.251	1333.67	953.996	909.748	1580.299	2964.975	4403.217	2311.296	3874.776
112	1317.92	1102.204	1294.479	917.37	895.401	1598.119	2940.98	4337.08	2295.099	3908.427
113	1311.615	1095.338	1259.555	889.184	876.024	1557.559	2768.987	4085.348	2181.445	3792.974
114	1260.238	1058.126	1214.584	871.832	853.104	1551.611	2730.312	4022.181	2150.94	3794.955
115	1241.775	1060.003	1201.747	869.054	865.058	1598.255	2551.931	3768.976	2047.76	3686.141
116	1199.265	1009.661	1137.908	834.133	839.201	1567.919	2543.381	3720.02	1993.078	3678.624
117	1220.712	1022.684	1142.112	846.953	859.913	1627.258	2406.527	3529.425	1892.967	3662.638
118	1186.255	988.71	1102.947	822.016	839.22	1633.313	2401.001	3571.242	1872.959	3754.46
119	1213.68	1015.827	1122.894	836.309	856.807	1678.113	2283.69	3390.225	1793.129	3703.346
120	1191.275	994.773	1103.343	825.133	846.064	1658.315	2278.926	3438.026	1768.912	3819.725
121	1215.621	1030.51	1135.102	837.185	880.654	1738.317	2163.172	3293.783	1686.694	3705.356
122	1194.292	1009.975	1103.803	799.092	859.772	1669.475	2187.617	3314.128	1658.261	3669.551
123	1225.414	1038.359	1147.588	830.439	905.253	1760.982	2110.582	3227.622	1609.24	3634.612
124	1205.885	1002.217	1112.529	789.582	875.963	1692.031	2117.752	3264.889	1598.407	3644.283
125	1222.151	1030.017	1130.399	802.967	904.922	1749.494	2075.383	3154.137	1551.094	3552.914
126	1230.925	1027.127	1114.996	789.078	892.479	1687.11	2093.998	3204.6	1561.622	3560.588
127	1226.198	1025.765	1103.421	786.885	900.44	1719.82	2037.459	3117.909	1516.408	3448.155
128	1230.848	1043.481	1120.977	792.078	914.884	1715.773	2060.823	3168.892	1524.168	3457.409
129	1213.688	1042.849	1121.153	785.838	916.66	1749.743	1970.038	3019.623	1457.979	3341.614
